id	length	trigger_refs	text
127	9	0	M1_39.ogg
128	9	0	M1_40.ogg
129	9	0	M1_41.ogg
130	9	0	M1_42.ogg
131	9	0	M1_43.ogg
132	9	0	M1_44.ogg
133	9	0	M1_45.ogg
134	9	0	M1_46.ogg
135	9	0	M1_47.ogg
136	9	0	M1_48.ogg
137	9	0	M1_49.ogg
138	9	0	M1_50.ogg
139	9	0	M1_51.ogg
140	9	0	M1_52.ogg
141	9	0	M1_53.ogg
142	9	0	M1_54.ogg
143	9	0	M1_55.ogg
144	9	0	M1_56.ogg
145	9	0	M1_57.ogg
146	9	0	M1_58.ogg
147	9	0	M1_59.ogg
148	9	0	M1_60.ogg
149	9	0	M1_61.ogg
150	9	0	M1_62.ogg
151	9	0	M1_63.ogg
152	9	0	M1_64.ogg
153	9	0	M1_65.ogg
154	9	0	M1_66.ogg
155	9	0	M1_67.ogg
156	9	0	M1_68.ogg
157	9	0	M1_69.ogg
158	9	0	M1_70.ogg
159	9	0	M1_71.ogg
160	9	0	M1_72.ogg
161	9	0	M1_73.ogg
162	9	0	M1_74.ogg
163	9	0	M1_75.ogg
164	9	0	M1_76.ogg
165	9	0	M1_77.ogg
166	9	0	M1_78.ogg
167	9	0	M1_79.ogg
168	9	0	M1_80.ogg
169	9	0	M1_81.ogg
170	891	0	<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
171	891	0	<13><04>　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
172	891	0	<13><04>　　Ｃ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
173	891	0	<13><04>　　　Ｄ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　Ｃ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
174	891	0	<13><04>　　　　Ｅ　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　Ｄ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　Ｃ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
175	891	0	<13><04>　　　　　Ｆ　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｅ　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　Ｄ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　Ｃ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
176	891	0	<13><04>　　　　　　Ｇ　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ｆ　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｅ　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　Ｄ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　Ｃ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
177	891	0	<13><04>　　　　　　　Ｈ　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　Ｇ　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ｆ　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｅ　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　Ｄ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　Ｃ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
178	891	0	<13><04>　　　　　　　　Ｉ　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　Ｈ　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　Ｇ　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ｆ　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｅ　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　Ｄ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　Ｃ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　Ｂ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>Ａ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
179	891	0	<13><04>　　　　　　　　　Ｊ　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　Ｉ　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　Ｈ　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　Ｇ　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ｆ　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｅ　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　Ｄ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　Ｃ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>ＡＢ　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
180	891	0	<13><04>　　　　　　　　　　Ｋ　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　Ｊ　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　Ｉ　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　Ｈ　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　Ｇ　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ｆ　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｅ　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　Ｄ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>ＡＢＣ　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
181	891	0	<13><04>　　　　　　　　　　　Ｌ　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　Ｋ　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　Ｊ　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　Ｉ　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　Ｈ　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　Ｇ　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ｆ　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｅ　　　　　　　　　　　　　　　　　　　　　\n<13><04>ＡＢＣＤ　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
182	891	0	<13><04>　　　　　　　　　　　　Ｍ　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　Ｌ　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　Ｋ　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　Ｊ　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　Ｉ　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　Ｈ　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　Ｇ　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ｆ　　　　　　　　　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥ　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
183	891	0	<13><04>　　　　　　　　　　　　　Ｎ　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　Ｍ　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　Ｌ　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　Ｋ　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　Ｊ　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　Ｉ　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　Ｈ　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　Ｇ　　　　　　　　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦ　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
184	891	0	<13><04>　　　　　　　　　　　　　　Ｏ　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　Ｎ　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　Ｍ　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　Ｌ　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　Ｋ　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　Ｊ　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　Ｉ　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　Ｈ　　　　　　　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧ　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
185	891	0	<13><04>　　　　　　　　　　　　　　　Ｐ　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　Ｏ　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　Ｎ　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　Ｍ　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　Ｌ　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　Ｋ　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　Ｊ　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　Ｉ　　　　　　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨ　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
186	891	0	<13><04>　　　　　　　　　　　　　　　　Ｑ　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　Ｐ　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　Ｏ　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　Ｎ　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　Ｍ　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　Ｌ　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　Ｋ　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　Ｊ　　　　　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩ　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
187	891	0	<13><04>　　　　　　　　　　　　　　　　　Ｒ　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　Ｑ　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　Ｐ　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　Ｏ　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　Ｎ　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　Ｍ　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　Ｌ　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　Ｋ　　　　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪ　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
188	891	0	<13><04>　　　　　　　　　　　　　　　　　　Ｓ　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　Ｒ　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　Ｑ　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　Ｐ　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　Ｏ　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　Ｎ　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　Ｍ　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　Ｌ　　　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫ　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
189	891	0	<13><04>　　　　　　　　　　　　　　　　　　　Ｔ　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　Ｓ　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　Ｒ　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　Ｑ　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　Ｐ　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　Ｏ　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　Ｎ　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　Ｍ　　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬ　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
190	891	0	<13><04>　　　　　　　　　　　　　　　　　　　　Ｕ　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　Ｔ　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　Ｓ　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　Ｒ　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　Ｑ　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　Ｐ　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　Ｏ　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　Ｎ　　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭ　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
191	891	0	<13><04>　　　　　　　　　　　　　　　　　　　　　Ｖ　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　Ｕ　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　Ｔ　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　Ｓ　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　Ｒ　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　Ｑ　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　Ｐ　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　Ｏ　　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮ　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
192	891	0	<13><04>　　　　　　　　　　　　　　　　　　　　　　Ｗ　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　Ｖ　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　Ｕ　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　Ｔ　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　Ｓ　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　Ｒ　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　Ｑ　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　Ｐ　　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯ　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
193	891	0	<13><04>　　　　　　　　　　　　　　　　　　　　　　　Ｘ　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　Ｗ　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　Ｖ　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　Ｕ　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　Ｔ　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　Ｓ　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　Ｒ　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　Ｑ　　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰ　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
194	891	0	<13><04>　　　　　　　　　　　　　　　　　　　　　　　　Ｙ　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　Ｘ　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　Ｗ　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　Ｖ　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　Ｕ　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　Ｔ　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　Ｓ　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　Ｒ　　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱ　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
195	840	0	<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　Ｚ\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　Ｙ　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　Ｘ　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　Ｗ　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　Ｖ　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　Ｕ　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　Ｔ　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　Ｓ　　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲ　　　　　　　　\n<13><04>　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n
196	786	0	<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　Ｚ\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　Ｙ　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　Ｘ　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　Ｗ　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　Ｖ　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　Ｕ　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　Ｔ　　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳ　　　　　　　\n<13><04>　　　　　　　　\n<13><04>　　　　　　　　　\n
197	700	0	\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　Ｚ\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　Ｙ　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　Ｘ　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　Ｗ　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　Ｖ　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　Ｕ　　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴ　　　　　　\n<13><04>　　　　　　　\n<13><04>　　　　　　　　\n
